,title,company,salary,summary,location,link
218,Senior ReactJS Engineer,MyBuilder,,"Design, architect, and build large and complex react applications.
Work with product and design to understand functional requirement and overall user experience…",Temporarily Remote,https://uk.indeed.com/rc/clk?jk=a3c988a11ff15e0b&fccid=5b12060045d1cae5&vjs=3
219,Senior Product Manager (Integrations & API),Digital Shadows,,"Experience of the software development lifecycle, in particular Agile methodologies.
We are seeking a Senior Product Manager to manage expand our API and…",Remote,https://uk.indeed.com/rc/clk?jk=a32a4098fa655aa0&fccid=f4b11374fb131747&vjs=3
220,Senior React Developer,Luxus Worldwide,,"Familiarity with the principles of Agile software development.
Mentor junior developers and ensure they become good team members with good communication and…",Remote,https://uk.indeed.com/rc/clk?jk=a61c1e97aa1fee07&fccid=d0361cbc2124a094&vjs=3
221,Full Stack Developer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=45027e7f57fc5cda&fccid=4b0e4e241ddcf265&vjs=3
222,Senior / Lead React Developer,TeamITG,,"Team leadership or experience of mentoring more junior team members.
Strong knowledge of software development practices, processes and theories, especially…",Remote,https://uk.indeed.com/rc/clk?jk=3b61078c9bb33da8&fccid=ae09b7105a275b22&vjs=3
223,Senior Full Stack Engineer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=01431266c738c96f&fccid=4b0e4e241ddcf265&vjs=3
224,Senior SAP Core Insurance Architect: Claims Management,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=1f5d0742617f02dd&fccid=0d6aec866fba2ad5&vjs=3
225,Senior Full Stack Developer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=6719345f41884e1e&fccid=4b0e4e241ddcf265&vjs=3
226,Senior SAP Core Insurance Architect: Insurance Product Manag...,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=a3ac10a51949bb34&fccid=0d6aec866fba2ad5&vjs=3
227,Senior SAP Core Insurance Architect: Sales and Performance M...,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=3819dadb512e1945&fccid=0d6aec866fba2ad5&vjs=3
228,"Senior Backend Engineer (Python) - Europe, Remote - US Time...",Plentific,,"Work with product owners, product managers, user interface designers and other software engineers to write technical documents that identify software project…",Remote,https://uk.indeed.com/rc/clk?jk=0c53dc3666a330b8&fccid=56947a13dff13841&vjs=3
229,Senior Go Developer - API as Integration,Tyk Technologies,,"Designing highly-available distributed software.
Passion for continuously improvement software delivery lifecycle.
Strong backend engineering experience in Go.",Remote,https://uk.indeed.com/rc/clk?jk=286bb01f18024d25&fccid=9bb8592b4cd180d0&vjs=3
230,Full Stack Developer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=45027e7f57fc5cda&fccid=4b0e4e241ddcf265&vjs=3
231,Senior Full Stack Engineer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=01431266c738c96f&fccid=4b0e4e241ddcf265&vjs=3
232,DevOps Engineer - Azure - United Kingdom,Solo Search,,"Experience of mentoring more junior members of the team.
Suitable for: DevOps Engineer with approx.
The Azure DevOps Engineer will join an experienced and cross…",Remote,https://uk.indeed.com/rc/clk?jk=d1b38e1b28e0fd17&fccid=f4901df633921284&vjs=3
233,"Senior Product Designer, £60,000 - £75,000",CybSafe,,"Empower, coach, mentor and support junior product designers.
In this role, you support CybSafe’s overall product direction and design strategy, reinforce our…",Remote,https://uk.indeed.com/rc/clk?jk=afa8732376cf76d5&fccid=2cb2e3066636f99b&vjs=3
234,Senior / Lead React Developer,TeamITG,,"Team leadership or experience of mentoring more junior team members.
Strong knowledge of software development practices, processes and theories, especially…",Remote,https://uk.indeed.com/rc/clk?jk=3b61078c9bb33da8&fccid=ae09b7105a275b22&vjs=3
235,Senior Product Manager (Integrations & API),Digital Shadows,,"Experience of the software development lifecycle, in particular Agile methodologies.
We are seeking a Senior Product Manager to manage expand our API and…",Remote,https://uk.indeed.com/rc/clk?jk=a32a4098fa655aa0&fccid=f4b11374fb131747&vjs=3
236,Senior DevOps Engineer,Blue Prism,,"Able to mentor, encourage and guide junior DevOps engineers and developers in DevOps practices.
You will coach and mentor team members in various DevOps skills,…",Remote,https://uk.indeed.com/rc/clk?jk=a630c9266ef3f880&fccid=c3c74fe89412e37e&vjs=3
237,"Senior Full Stack Engineer (React, Node.js) (Remote, US EST)",Novata,,"Coach and mentor junior team members and help them to develop and improve their skills and abilities.
Work closely with other engineers to architect and…",Remote,https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DG4ntHtB_rMsnfhgmnSvK2brktLme1L4SiDeJjQ-izrVOLqRJ5-yjEhSyAj73O13QPd5Oj-0Bvce63K43_hq_lK6WhQh6E5rSXDZS8x9Mxl-bx16wykP2QOTt8mwCyjGnAvQPGTdM4dp0Ka4_fJZxGiIZxtdg9htjSwMdEgWPQAQWHVG6B4lDEU2k3iu_6xB4-qq7BSIUk5omr3Eoc8kC7TK1lpJZQYxDC78AA7YYehQ0wfXTi-LOqaLra7Z7llI8ugFi8At3TsNkCHzWq4iIhp0lQdHhvLQqeLdROBXbY3vXcjQfUhB7CDd45kR6dOjSgCio3MuT1cOFPln0tnGxmp0-TsIvyxgi1enaivva8YNus-A52fktd3YnRuuQejrTIzeph5v4xAPjAMNpBdEGDjzgnet1VZaWYxPZ81N6xBt1al3fO7fgwCXpmEMAN1ERSMFzRziWC94A6amuKZWD7EZYNn7Qxg5jMWWUICozk1XLKNa5nmszoHkF298vcqqlPQUQJMcv-DtrGRrS_8HzgzsYqAFJo5cacl08vvrTlA1rAN_w5QRxUNi25US9cN6Xjywz4lhGiQCHRFaIJgeCwls7BNwpE1ra1HJqeCUaysQaezUw9sfF58iSFvFcLFBlAX-7R3Km3RIi2aZkCJVNeFzOgSUOpDZsVxwmEci0ULAHtDt_8pPPFMP4ElWP6mRRwpqYSetY-MFL5G6zCk1t43542CqxbcWnQeBtYUxY3TG4G5-VXtVYYYao609YU02izHud9fpeN-nuZ3OvK3DWAjP49m_9agvAnMaz4J8L3RXLvFbs16NQEHCrvP4ZiG3Y-NL5evhy_SwCaGBNGNKEW15R-7KXI02gVslcBGOzUa0bL6G984nQkDaCLatJVSFIUTMpF2qlnYKp8vFwVqK-MOSQtNMA7kcHTey2Ehk1rNnchIUdB_8_kwSYJZzxXivgfa8HzCX4XSVlntW8Yt6Gn3BnGWyd_aXEfiiNduUHejnr-qKSUZXZ2xQ9J4iKo0F-QN54MmRyCDOLh5Q3mrphlrl8-qHnw9-Gn3mfOANe40Q==&p=9&fvj=0&vjs=3
238,Senior Full Stack Developer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=6719345f41884e1e&fccid=4b0e4e241ddcf265&vjs=3
239,"Senior Backend Engineer (Python) - Payments - Europe, Remote",Plentific,,"Work with product owners, product managers, user interface designers and other software engineers to write technical documents that identify software project…",Remote,https://uk.indeed.com/rc/clk?jk=cefc362cf84bd06e&fccid=56947a13dff13841&vjs=3
240,Senior SAP Core Insurance Architect: Sales and Performance M...,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=3819dadb512e1945&fccid=0d6aec866fba2ad5&vjs=3
241,Senior SAP Core Insurance Architect: Claims Management,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=1f5d0742617f02dd&fccid=0d6aec866fba2ad5&vjs=3
242,Senior SAP Core Insurance Architect: Insurance Product Manag...,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=a3ac10a51949bb34&fccid=0d6aec866fba2ad5&vjs=3
243,Senior SAP Core Insurance Architect: Policy Management,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=b496ed30f2c88532&fccid=0d6aec866fba2ad5&vjs=3
244,"Senior Product Designer, £60,000 - £75,000",CybSafe,,"Empower, coach, mentor and support junior product designers.
In this role, you support CybSafe’s overall product direction and design strategy, reinforce our…",Remote,https://uk.indeed.com/rc/clk?jk=afa8732376cf76d5&fccid=2cb2e3066636f99b&vjs=3
245,Senior ReactJS Engineer,MyBuilder,,"Design, architect, and build large and complex react applications.
Work with product and design to understand functional requirement and overall user experience…",Temporarily Remote,https://uk.indeed.com/rc/clk?jk=a3c988a11ff15e0b&fccid=5b12060045d1cae5&vjs=3
246,Senior Product Manager (Integrations & API),Digital Shadows,,"Experience of the software development lifecycle, in particular Agile methodologies.
We are seeking a Senior Product Manager to manage expand our API and…",Remote,https://uk.indeed.com/rc/clk?jk=a32a4098fa655aa0&fccid=f4b11374fb131747&vjs=3
247,Senior React Developer,Luxus Worldwide,,"Familiarity with the principles of Agile software development.
Mentor junior developers and ensure they become good team members with good communication and…",Remote,https://uk.indeed.com/rc/clk?jk=a61c1e97aa1fee07&fccid=d0361cbc2124a094&vjs=3
248,Full Stack Developer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=45027e7f57fc5cda&fccid=4b0e4e241ddcf265&vjs=3
249,Python Data Engineer,Tech City Teams,,"We're looking for talented data engineers to join our brilliant team of engaging, experienced developers.
You’ll need 4+ years of experience working with Python…",Remote,https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DG4ntHtB_rMsnfhgmnSvK2brktLme1L4SiDeJjQ-izrVOLqRJ5-yjEjDkpeVLIPLKTIGnI1cV20dgmOHT5WQ3G1h71wRosOlGPV9TyeZVMUiwfdDxRc1lgJoYcQkUhZRJg0HUdoLpDSMPBPBb1mxamXpZ1LldssBmIK91kt9OdekPnAe9Xk3NAu7X1yn8vBvW7bTwdlaxg3UQd9N_OBbZHMXjZiMEv-EgprE1LWs8UKkk8Es-Rcg-i7AQN9Ul4_kB-dBeSBEX-0R_1MTdqjy1f5-OgyPKbu9HD8MXLOve7kUzHhcTz_gtShi2AjH0R92k4UZMFiooj-csZkyX9eW_ARUo87jSjizQN2Htw-EOeovzygTZ93HVa8dBvLedvNhfxfkTVGOoNiADLl7O34OEVl23i-ln0mdwi0vT4tkxjVOY-14werdrsM1OwK-QO7W5fIQ17mdnBbAgTS-wYnFYR2kP1hV1bPFiheBHoAKvoMDwhrk5xFVCGz0CxALca-QobrYCObc69gZh0RU3rhVv_2ZWxknpTygMx9r1w1H2X04fSeG6I-tZAi0uucqvHBXpbUo9_DTVblFe2Txr_Vldo89FQB9sB0voyScnAg3zJ8ShHxk0ckP-EvYv7J1_L7_vz7BEH2V5LpzoDgAjzvXB_u_mmP_rlRQAbiy5rbPjozI4pXSD70NG1fz4GnkPvYvoFapoDdZMIaesDNfbD9YNnkf8siJ1u5n1I4UTbIVMyPncqjQeLymreejqGthvYN6YSZkL_IRU4ImuPUGUej0sEwEohW5QF8f-mdFZAe2vF1CcMGwL-nKpiMMMhoflMOXkwYEDuvxCD0ZMa8CVqO77grR666UtXBR6UIq7lvqCKCj2v1Hv9L-ysIGkKrXnAWaX9rbyqqlEs_4gVzYZYeXvYxYJizwTDOHQRu27n8ScQEF5NnRj7vrJaVyAAJFoeEtG5ONWGeG9tA-9a8BRFwQl6iPClBDM9quvI_zemUz9y6fbB42d5zLhM&p=6&fvj=0&vjs=3
250,Senior / Lead React Developer,TeamITG,,"Team leadership or experience of mentoring more junior team members.
Strong knowledge of software development practices, processes and theories, especially…",Remote,https://uk.indeed.com/rc/clk?jk=3b61078c9bb33da8&fccid=ae09b7105a275b22&vjs=3
251,Senior Full Stack Engineer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=01431266c738c96f&fccid=4b0e4e241ddcf265&vjs=3
252,Senior SAP Core Insurance Architect: Claims Management,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=1f5d0742617f02dd&fccid=0d6aec866fba2ad5&vjs=3
253,React Software Developer,Bupa Dental Care,,You will have an in-depth understanding of software development best practices and knowledge of the tools needed to debug and diagnose issues in any type of…,Remote in United Kingdom,https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A9xM1ze1CK1QBouVglxzlBnoBPYpS9ek0P1vdZwoyENX4TH4ATiBr2ew3SdhVihFnu-cFhyOYyhmsogtquKIGYoz_wLShOHX09R7zmD-JheJsXMqlKE77FbokWinPl-BUCWJxfo_WWiu8KnwHTlK7LDQrRuD3ijHenedKXE2zFLbBgZhiLQeeisI1V5WIF0h7Iu3QF3WOj0YSk0b3WkgAp8X-c5ZEgbUgUNPJlq-rZV7Epv3ZTQQ0UpCD8Vzh8BHza0BxL0ubpS4WF8sbxPKnboPU-qVozU2zEUiauai8Mt0TcVp1o6DynEWJF0hYXifFfIjcFbhIFLI7Vk-M3aRsibP_XZ5ox3zl0jVD57WbYgOvPwCfYrivoVrLbmfSLYBcrJ9TxXwNsNbPPLD7bRmHLTH8wxx_tCM0tzF2-wF8iCeoBCItUrh3muFi89eEvcwPfMg_HspdzyGTT0Ftmtmr161ucONsBRg2DI3C5sXfDRxZ-py-LLHhSguXzLoP95FfCpoq5ezaye1biQFQliuaM&p=10&fvj=0&vjs=3
254,Senior Software Engineer - Payments,10x Banking,,"Demonstrated ability to coach or mentor software engineers in all aspects of their engineering skill-sets.
Deep understanding of the Agile Process, Scaled Agile…",Remote,https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DG4ntHtB_rMsnfhgmnSvK2brktLme1L4SiDeJjQ-izrVOLqRJ5-yjEhSyAj73O13RxN6ktcguadmfSW3-xDyE7sU9ek6qL-EWirJj81UmdCPDc4p-lwyG89CKXmKxXATYdEjzEus3Wg4bNUaRbP8BihNwO3AsaEoYcX2hcR3ti7Im7-uTTxLYaEpx235Xqd2QJHPuNR3_dKl0exkFGmbd45n8KrdxEt-IeNn7unYFqZsAOdmqQQGPBBVNvajKgCN4x2zmYwDBjL_Ztt4PxSP5-YwUrHO3aAxNpDYUlpnYxGBBJXu2fQfVgTttSXDhC2W5uaEYh_p9Q_WopzD4g1-cmtOU6XMH0mkI1eErezoT_Lq1lUwtbhF1Dxi89-lDxMQN4LXnZWjA-hZF7At8gLWZ8m2Q8Kg3SD2dJpgzlMBTY8UOEuffAwUde8ylF29yL9TxHBHcXLtwRaMy9nkEx4oeuO0Nu6VofwJnsfBIQCexwPWBvFUYOHoj8cm0vk7MF9VqB_EP_AnhXjNXK_xp5r3RFmT4bDR5AN7bHZT5ddWvnFTWXxdxDDJpaE1p2IMoDVoRQCrAIUTiyoXUUr7a7Palb-pfy0ZJjQZGA6mfbijrgX8_1h-FBIeB6JFkheWKQdo6gVQjlNh6nXNJiTMqahMjg4-njeTmRcoDnhw3Hp4_hY7Wr2UdpY9oletRmfXpkDE3R8SkcfmClQY_jDx6FlJFTVsNJ9GfGxXIiUYYwTgMVW6ixJywz8iZW-Uu4NorN_qpCk9gMtT7m2kD0ELbePNyt0HP1q-LJWJnVG77woHKNiycrWx2eqO1YNAqixTmhhKIWtZ2Lvm_KazvOVv9yqpHZE6HTP42Md_3bwCGKUxthHqaFcKZL0peic44_Emo8Sr5-MzIBTwoMDQnkabIhd-IZmIePBJN_aqdef_oqtFwLXs4nns1_uIOcXOVqPgD3bVqcPUorakj1kDsSoGt0hSmSvGCwe2UT0bhvSqAhknLA7c5quCufV_F_&p=11&fvj=0&vjs=3
255,Senior Full Stack Developer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=6719345f41884e1e&fccid=4b0e4e241ddcf265&vjs=3
256,Senior SAP Core Insurance Architect: Insurance Product Manag...,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=a3ac10a51949bb34&fccid=0d6aec866fba2ad5&vjs=3
257,Senior SAP Core Insurance Architect: Sales and Performance M...,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=3819dadb512e1945&fccid=0d6aec866fba2ad5&vjs=3
258,Senior Android Developer,Crimson Panda,,"Strong passion for best practice software development.
Able to nurture talent and delegate ownership to junior team members to help their development.",Remote,https://uk.indeed.com/rc/clk?jk=5554333ed1825242&fccid=1fc10225da74be0d&vjs=3
259,"Senior Backend Engineer (Python) - Europe, Remote - US Time...",Plentific,,"Work with product owners, product managers, user interface designers and other software engineers to write technical documents that identify software project…",Remote,https://uk.indeed.com/rc/clk?jk=0c53dc3666a330b8&fccid=56947a13dff13841&vjs=3
260,Senior Go Developer - API as Integration,Tyk Technologies,,"Designing highly-available distributed software.
Passion for continuously improvement software delivery lifecycle.
Strong backend engineering experience in Go.",Remote,https://uk.indeed.com/rc/clk?jk=286bb01f18024d25&fccid=9bb8592b4cd180d0&vjs=3
261,Full Stack Developer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=45027e7f57fc5cda&fccid=4b0e4e241ddcf265&vjs=3
262,Senior Full Stack Engineer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=01431266c738c96f&fccid=4b0e4e241ddcf265&vjs=3
263,DevOps Engineer - Azure - United Kingdom,Solo Search,,"Experience of mentoring more junior members of the team.
Suitable for: DevOps Engineer with approx.
The Azure DevOps Engineer will join an experienced and cross…",Remote,https://uk.indeed.com/rc/clk?jk=d1b38e1b28e0fd17&fccid=f4901df633921284&vjs=3
264,"Senior Product Designer, £60,000 - £75,000",CybSafe,,"Empower, coach, mentor and support junior product designers.
In this role, you support CybSafe’s overall product direction and design strategy, reinforce our…",Remote,https://uk.indeed.com/rc/clk?jk=afa8732376cf76d5&fccid=2cb2e3066636f99b&vjs=3
265,Senior / Lead React Developer,TeamITG,,"Team leadership or experience of mentoring more junior team members.
Strong knowledge of software development practices, processes and theories, especially…",Remote,https://uk.indeed.com/rc/clk?jk=3b61078c9bb33da8&fccid=ae09b7105a275b22&vjs=3
266,Senior Product Manager (Integrations & API),Digital Shadows,,"Experience of the software development lifecycle, in particular Agile methodologies.
We are seeking a Senior Product Manager to manage expand our API and…",Remote,https://uk.indeed.com/rc/clk?jk=a32a4098fa655aa0&fccid=f4b11374fb131747&vjs=3
267,Senior DevOps Engineer,Blue Prism,,"Able to mentor, encourage and guide junior DevOps engineers and developers in DevOps practices.
You will coach and mentor team members in various DevOps skills,…",Remote,https://uk.indeed.com/rc/clk?jk=a630c9266ef3f880&fccid=c3c74fe89412e37e&vjs=3
268,Senior Full Stack Developer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=6719345f41884e1e&fccid=4b0e4e241ddcf265&vjs=3
269,"Senior Backend Engineer (Python) - Payments - Europe, Remote",Plentific,,"Work with product owners, product managers, user interface designers and other software engineers to write technical documents that identify software project…",Remote,https://uk.indeed.com/rc/clk?jk=cefc362cf84bd06e&fccid=56947a13dff13841&vjs=3
270,Senior SAP Core Insurance Architect: Sales and Performance M...,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=3819dadb512e1945&fccid=0d6aec866fba2ad5&vjs=3
271,Senior SAP Core Insurance Architect: Claims Management,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=1f5d0742617f02dd&fccid=0d6aec866fba2ad5&vjs=3
272,Senior SAP Core Insurance Architect: Insurance Product Manag...,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=a3ac10a51949bb34&fccid=0d6aec866fba2ad5&vjs=3
273,Senior DevOps Engineer,Blue Prism,,"Able to mentor, encourage and guide junior DevOps engineers and developers in DevOps practices.
You will coach and mentor team members in various DevOps skills,…",Remote,https://uk.indeed.com/rc/clk?jk=a630c9266ef3f880&fccid=c3c74fe89412e37e&vjs=3
274,Senior SAP Core Insurance Architect: Policy Management,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=b496ed30f2c88532&fccid=0d6aec866fba2ad5&vjs=3
275,"Senior Product Designer, £60,000 - £75,000",CybSafe,,"Empower, coach, mentor and support junior product designers.
In this role, you support CybSafe’s overall product direction and design strategy, reinforce our…",Remote,https://uk.indeed.com/rc/clk?jk=afa8732376cf76d5&fccid=2cb2e3066636f99b&vjs=3
276,Senior ReactJS Engineer,MyBuilder,,"Design, architect, and build large and complex react applications.
Work with product and design to understand functional requirement and overall user experience…",Temporarily Remote,https://uk.indeed.com/rc/clk?jk=a3c988a11ff15e0b&fccid=5b12060045d1cae5&vjs=3
277,Senior Product Manager (Integrations & API),Digital Shadows,,"Experience of the software development lifecycle, in particular Agile methodologies.
We are seeking a Senior Product Manager to manage expand our API and…",Remote,https://uk.indeed.com/rc/clk?jk=a32a4098fa655aa0&fccid=f4b11374fb131747&vjs=3
278,Senior React Developer,Luxus Worldwide,,"Familiarity with the principles of Agile software development.
Mentor junior developers and ensure they become good team members with good communication and…",Remote,https://uk.indeed.com/rc/clk?jk=a61c1e97aa1fee07&fccid=d0361cbc2124a094&vjs=3
279,Full Stack Developer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=45027e7f57fc5cda&fccid=4b0e4e241ddcf265&vjs=3
280,Senior / Lead React Developer,TeamITG,,"Team leadership or experience of mentoring more junior team members.
Strong knowledge of software development practices, processes and theories, especially…",Remote,https://uk.indeed.com/rc/clk?jk=3b61078c9bb33da8&fccid=ae09b7105a275b22&vjs=3
281,Senior Full Stack Engineer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=01431266c738c96f&fccid=4b0e4e241ddcf265&vjs=3
282,Java Senior Software Engineer,Körber Supply Chain,,"Experience developing and running software with Python.
Providing guidance and mentoring for more junior colleagues.
Oversee and enhance DevOps related tasks.",United Kingdom,https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A--k8Vpy07qbeoiuTPTfloYjWfEEwXPhV6ChmeYdaNoS1lHNQRERVrgY4o8lw0_iBvCXj36wRPE1HjuhIt3Se8K_bHSHledO5JhdEYqZU5cIVx1_UN8O6FPqr7bcYD9IWpgfH_2M9Wmr80fmF6-D6Rah8OuUz-5nxClTswSqHxV6E2x4Tmc4kWakN8vShM-pvdXVRfoZLfF6VmetJWK3-8WOFaiL2wpui7MgAfgSWj52MOUfIi4n309W5HlnlrW9GBzndSw7HDisGdU_MC3c817Ot3w9eyVHIW-Ij-qUUzCEQWvNZOrk5cSH_FYM05tqsBZgpLqeoS1zHSOGJlwgalA6I3GRGp6ZOWS30JmkymmuIoqw439RP-0BSkxBiT8H2RylSiYpDBGwtUAYZ2DziUnp-VWS2Tl3R_GEhNl3cwwhXSnJYBMzQSkp0scWyH_K3f7qQBTZiJphwc6vzJz5JVgt5w8OKQe18C1RiVwZ_2-trKAPlsk3ToHIZHO6KIo5I=&p=9&fvj=1&vjs=3
283,Senior SAP Core Insurance Architect: Claims Management,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=1f5d0742617f02dd&fccid=0d6aec866fba2ad5&vjs=3
284,Full Stack Developers - Middleweight / Senior,ecce.,,"Share your technical knowledge and mentor junior team members.
As a member of our development team report directly to our head of technical working closely with…",Remote,https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DG4ntHtB_rMsnfhgmnSvK2brktLme1L4SiDeJjQ-izrVOLqRJ5-yjEhSyAj73O13RzYo4w_NWCF5N05XHkNgD9d52GiVzOoUHISFaVKlgXuS5gI0KDYQ1ileUiEpu70P8sqwwHOZFPPiKLW-h4EmFMepLH6z4Ap5QxEy98pzVdWLaX3xp_2o-VAdmtMR2La96pIcqsNRMCYfDHhR6o_ZNzOUH3jGkakga2ypKW7gAGvzWF9pXvVN-Go5XisAaGin86hr1k9T83OYjAEGBdgM6ikbo55BzYgpMKqC-KK2b4LyWKGDE3J7uFacCXc7yDok9f-OeV4rQ2q0S3T-gU2y7jxsOjMRvIyz25bri5t0DUw5br3rd-k1LWbqvfm-9i_s7RKM5BX4cwUc29z2NkTkq5PdPgAVuogR4R7ubY1-dtog9FjNPuhZrbvCtqfCyHz4a7qyEmMPjqx-mg90ezJmYzmh9IxcGh5t-beRoVsr2c1J_-WDwyMHWIHvTrLwzhxGrJ5a9mYoJfRdt2qvb5e9V_gqzh8-ak_5fnoclgZbIcC_3SyQIl1Ysapxfxg_atm0zF6AxMf38Atf45Jm7eB9PecyhorBF9Q-uQ3qbaoKm6SyKMTyjO5OSf1XqfW1m0wYMcARg8-WjJ8ReJT7uWG91vR5W5rXWBPXqBv0cwu-s7lbZTkvByI9_0nb0GqkNe20D7hOukDeAso7NtpVX8YobBJUpPyJc9bWxE5tTSeOgW6sZFXw60w2v-Gn_EVMapxAL5Z1CEBLH3q23IRkUw-2fU2dIw_MxbYdjaDqbUL4rt-HiF0obEZf9qzL5wX070kWZ7tH-BZhiEpmvT7ZQMYZ9hwih99Hgb5QTrfM_2OCw_VMSXrGWebATjoABuFPByqYHG-eHRsS9ybDhHtl0ZZZj0kqYLEkG7we7FxeVjVp2GCL1HH4UmEm0kXOkZdCrtn1WhyQPycx4SbbQX5qj5iwHX9m1HbOJFhP8hFPKLRrYgq7IvF2EwmTtjaZenusqMqVA=&p=11&fvj=0&vjs=3
